municipality,administration,min_age,max_age,age_group,gender,payment_method,salary_records
montanaro,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,17
montanaso lombardo,consiglio per ric. in agricoltura e analisi economia agraria,45,54,45-54,0,conto corrente/carta conto,6
monte argentario,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,20
monte argentario,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,11
monte argentario,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,52
monte argentario,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,12
monte argentario,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,64
monte argentario,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,28
monte argentario,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,86
monte argentario,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,12
monte argentario,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,14
monte compatri,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,9
monte compatri,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,40
monte compatri,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,65
monte compatri,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,59
monte di procida,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,8
monte di procida,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,15
monte di procida,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,47
monte di procida,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
monte di procida,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,59
monte di procida,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,17
monte di procida,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,7
monte porzio catone,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,9
monte porzio catone,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,30
monte porzio catone,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,65
monte porzio catone,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,85
monte porzio catone,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,6
monte roberto,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,15
monte roberto,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,35
monte roberto,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,39
monte roberto,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,40
monte san biagio,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,7
monte san biagio,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,14
monte san biagio,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
monte san biagio,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,45
monte san biagio,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,46
monte san giovanni campano,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,29
monte san giovanni campano,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,66
monte san giovanni campano,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,70
monte san giovanni campano,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,6
monte san giusto,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,11
monte san giusto,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,13
monte san giusto,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,36
monte san giusto,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,33
monte san pietro,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,20
monte san pietro,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,19
monte san pietro,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,8
monte san pietro,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,42
monte san pietro,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
monte san pietro,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,32
monte san savino,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,13
monte san savino,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,32
monte san savino,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,39
monte sant'angelo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,9
monte sant'angelo,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,6
monte sant'angelo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,30
monte sant'angelo,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
monte sant'angelo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,71
monte sant'angelo,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,13
monte sant'angelo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,81
monte sant'angelo,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,7
monte sant'angelo,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,38
monte urano,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,19
monte urano,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,47
monte urano,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
monte urano,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,51
monte urano,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,43
monte urano,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,6
montebello jonico,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,10
montebello jonico,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,43
montebello jonico,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,49
montebello jonico,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,9
montebello vicentino,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,36
montebello vicentino,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,8
montebello vicentino,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,43
montebello vicentino,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,44
montebello vicentino,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
montebello vicentino,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,18
montebelluna,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,92
montebelluna,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,43
montebelluna,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,142
montebelluna,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,49
montebelluna,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,227
montebelluna,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,52
montebelluna,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,219
montebelluna,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,72
montebelluna,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,14
montebelluna,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,14
montecarlo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,11
montecarlo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,8
montecarlo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,28
montecarlo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,29
montecassiano,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,10
montecassiano,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,9
montecassiano,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,38
montecassiano,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,30
montecastrilli,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,11
montecastrilli,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,14
montecastrilli,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,29
montecastrilli,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,50
montecatini-terme,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,46
montecatini-terme,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,22
montecatini-terme,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,112
montecatini-terme,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,33
montecatini-terme,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,168
montecatini-terme,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,31
montecatini-terme,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,151
montecatini-terme,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,7
montecatini-terme,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,33
montecatini-terme,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,19
montecchia di crosara,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,24
montecchia di crosara,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,6
montecchia di crosara,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,46
montecchia di crosara,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,8
montecchia di crosara,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,64
montecchia di crosara,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
montecchia di crosara,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,36
montecchia di crosara,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,7
montecchio emilia,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,69
montecchio emilia,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,28
montecchio emilia,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,103
montecchio emilia,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,24
montecchio emilia,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,126
montecchio emilia,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,29
montecchio emilia,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,119
montecchio emilia,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,35
montecchio emilia,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,8
montecchio maggiore,ministero dell'istruzione e del merito,18,24,18-24,0,conto corrente/carta conto,7
montecchio maggiore,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,96
montecchio maggiore,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,24
montecchio maggiore,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,111
montecchio maggiore,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,36
montecchio maggiore,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,138
montecchio maggiore,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,38
montecchio maggiore,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,91
montecchio maggiore,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,21
montechiarugolo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,14
montechiarugolo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,28
montechiarugolo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,45
montechiarugolo,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
montechiarugolo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,33
montecorvino pugliano,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,7
montecorvino pugliano,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,21
montecorvino pugliano,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,49
montecorvino pugliano,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,68
montecorvino pugliano,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,7
montecorvino rovella,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,17
montecorvino rovella,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,8
montecorvino rovella,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,33
