region_of_residence,administration,gender,max_age,age_group,min_age,authentication_method,number_of_occurrences
abruzzo,ministero delle infrastrutture e dei trasporti,1,64.0,55-64,55,spid,27
abruzzo,ministero universita' e ricerca,0,,65- ,65,spid,4
abruzzo,ministero universita' e ricerca,0,34.0,25-34,25,spid,4
abruzzo,ministero universita' e ricerca,0,44.0,35-44,35,spid,20
abruzzo,ministero universita' e ricerca,0,54.0,45-54,45,spid,21
abruzzo,ministero universita' e ricerca,0,64.0,55-64,55,spid,19
abruzzo,ministero universita' e ricerca,1,,65- ,65,spid,2
abruzzo,ministero universita' e ricerca,1,34.0,25-34,25,spid,7
abruzzo,ministero universita' e ricerca,1,44.0,35-44,35,spid,22
abruzzo,ministero universita' e ricerca,1,54.0,45-54,45,cie,3
abruzzo,ministero universita' e ricerca,1,54.0,45-54,45,spid,29
abruzzo,ministero universita' e ricerca,1,64.0,55-64,55,cie,2
abruzzo,ministero universita' e ricerca,1,64.0,55-64,55,spid,25
abruzzo,presidenza del consiglio dei ministri,0,44.0,35-44,35,spid,4
abruzzo,presidenza del consiglio dei ministri,0,54.0,45-54,45,spid,3
abruzzo,presidenza del consiglio dei ministri,1,34.0,25-34,25,spid,3
abruzzo,presidenza del consiglio dei ministri,1,44.0,35-44,35,spid,4
abruzzo,presidenza del consiglio dei ministri,1,54.0,45-54,45,spid,3
abruzzo,presidenza del consiglio dei ministri,1,64.0,55-64,55,spid,5
abruzzo,regione lazio,0,34.0,25-34,25,spid,2
abruzzo,regione lazio,0,44.0,35-44,35,spid,3
abruzzo,regione lazio,0,54.0,45-54,45,spid,2
abruzzo,regione lazio,0,64.0,55-64,55,spid,3
abruzzo,regione lazio,1,54.0,45-54,45,spid,2
abruzzo,regione lazio,1,64.0,55-64,55,spid,3
basilicata,agenzia del demanio,0,54.0,45-54,45,spid,5
basilicata,agenzia del demanio,1,54.0,45-54,45,spid,2
basilicata,agenzia delle dogane,0,34.0,25-34,25,spid,5
basilicata,agenzia delle dogane,0,44.0,35-44,35,spid,5
basilicata,agenzia delle dogane,0,54.0,45-54,45,spid,7
basilicata,agenzia delle dogane,0,64.0,55-64,55,spid,4
basilicata,agenzia delle dogane,1,,65- ,65,spid,2
basilicata,agenzia delle dogane,1,34.0,25-34,25,spid,5
basilicata,agenzia delle dogane,1,44.0,35-44,35,spid,6
basilicata,agenzia delle dogane,1,54.0,45-54,45,spid,13
basilicata,agenzia delle dogane,1,64.0,55-64,55,spid,12
basilicata,agenzia delle entrate,0,,65- ,65,spid,4
basilicata,agenzia delle entrate,0,34.0,25-34,25,spid,13
basilicata,agenzia delle entrate,0,44.0,35-44,35,spid,36
basilicata,agenzia delle entrate,0,54.0,45-54,45,spid,24
basilicata,agenzia delle entrate,0,64.0,55-64,55,cie,5
basilicata,agenzia delle entrate,0,64.0,55-64,55,spid,41
basilicata,agenzia delle entrate,1,,65- ,65,spid,9
basilicata,agenzia delle entrate,1,34.0,25-34,25,spid,26
basilicata,agenzia delle entrate,1,44.0,35-44,35,spid,36
basilicata,agenzia delle entrate,1,44.0,35-44,35,spid,2
basilicata,agenzia delle entrate,1,54.0,45-54,45,cie,2
basilicata,agenzia delle entrate,1,54.0,45-54,45,spid,48
basilicata,agenzia delle entrate,1,64.0,55-64,55,cns,4
basilicata,agenzia delle entrate,1,64.0,55-64,55,spid,54
basilicata,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,1,34.0,25-34,25,spid,2
basilicata,arpal puglia,1,44.0,35-44,35,spid,2
basilicata,autorita' di bacino distrettuale dell'appennino meridionale,0,64.0,55-64,55,spid,3
basilicata,autorita' di bacino distrettuale dell'appennino meridionale,1,54.0,45-54,45,spid,6
basilicata,autorita' di bacino distrettuale dell'appennino meridionale,1,64.0,55-64,55,spid,3
basilicata,avvocatura generale dello stato,0,44.0,35-44,35,spid,3
basilicata,avvocatura generale dello stato,0,64.0,55-64,55,cns,3
basilicata,avvocatura generale dello stato,1,34.0,25-34,25,spid,2
basilicata,avvocatura generale dello stato,1,44.0,35-44,35,spid,3
basilicata,avvocatura generale dello stato,1,54.0,45-54,45,spid,2
basilicata,azienda ospedaliera san camillo forlanini,0,34.0,25-34,25,spid,2
basilicata,azienda ospedaliera san camillo forlanini,0,44.0,35-44,35,spid,2
basilicata,azienda sanitaria locale viterbo,1,34.0,25-34,25,spid,3
basilicata,azienda sanitaria locale roma 5,0,44.0,35-44,35,spid,2
basilicata,azienda sanitaria locale roma 4,0,44.0,35-44,35,spid,2
basilicata,azienda sanitaria locale roma 6,1,34.0,25-34,25,spid,2
basilicata,azienda sanitaria locale roma 6,1,44.0,35-44,35,spid,3
basilicata,consiglio di stato e t.a.r.,0,44.0,35-44,35,spid,2
basilicata,consiglio di stato e t.a.r.,0,64.0,55-64,55,spid,2
basilicata,consiglio di stato e t.a.r.,1,64.0,55-64,55,spid,2
basilicata,consiglio per ric. in agricoltura e analisi economia agraria,0,44.0,35-44,35,spid,2
basilicata,consiglio per ric. in agricoltura e analisi economia agraria,0,54.0,45-54,45,spid,4
basilicata,consiglio per ric. in agricoltura e analisi economia agraria,0,64.0,55-64,55,spid,6
basilicata,consiglio per ric. in agricoltura e analisi economia agraria,1,44.0,35-44,35,spid,2
basilicata,consiglio per ric. in agricoltura e analisi economia agraria,1,54.0,45-54,45,spid,4
basilicata,consiglio per ric. in agricoltura e analisi economia agraria,1,64.0,55-64,55,spid,3
basilicata,corte dei conti,0,,65- ,65,spid,2
basilicata,corte dei conti,0,44.0,35-44,35,spid,2
basilicata,corte dei conti,0,54.0,45-54,45,spid,6
basilicata,corte dei conti,0,64.0,55-64,55,spid,5
basilicata,corte dei conti,1,44.0,35-44,35,spid,3
basilicata,corte dei conti,1,54.0,45-54,45,spid,5
basilicata,corte dei conti,1,64.0,55-64,55,spid,4
basilicata,guardia di finanza,0,24.0,18-24,18,spid,12
basilicata,guardia di finanza,0,34.0,25-34,25,spid,21
basilicata,guardia di finanza,0,44.0,35-44,35,spid,5
basilicata,guardia di finanza,1,24.0,18-24,18,spid,49
basilicata,guardia di finanza,1,34.0,25-34,25,cie,3
basilicata,guardia di finanza,1,34.0,25-34,25,cns,3
basilicata,guardia di finanza,1,34.0,25-34,25,spid,57
basilicata,guardia di finanza,1,44.0,35-44,35,cie,2
basilicata,guardia di finanza,1,44.0,35-44,35,spid,52
basilicata,guardia di finanza,1,54.0,45-54,45,cie,9
basilicata,guardia di finanza,1,54.0,45-54,45,spid,167
basilicata,guardia di finanza,1,64.0,55-64,55,cie,6
basilicata,guardia di finanza,1,64.0,55-64,55,spid,114
basilicata,ispettorato nazionale del lavoro,0,34.0,25-34,25,spid,6
basilicata,ispettorato nazionale del lavoro,0,44.0,35-44,35,spid,6
basilicata,ispettorato nazionale del lavoro,0,54.0,45-54,45,spid,9
basilicata,ispettorato nazionale del lavoro,0,64.0,55-64,55,cns,3
basilicata,ispettorato nazionale del lavoro,0,64.0,55-64,55,spid,17
basilicata,ispettorato nazionale del lavoro,1,34.0,25-34,25,spid,4
basilicata,ispettorato nazionale del lavoro,1,44.0,35-44,35,spid,7
basilicata,ispettorato nazionale del lavoro,1,54.0,45-54,45,spid,10
basilicata,ispettorato nazionale del lavoro,1,64.0,55-64,55,cns,2
basilicata,ispettorato nazionale del lavoro,1,64.0,55-64,55,spid,11
basilicata,istituto superiore di sanita',0,44.0,35-44,35,spid,2
basilicata,ministero degli affari esteri e della cooperazione internazionale,0,34.0,25-34,25,spid,2
basilicata,ministero del lavoro e delle politiche sociali,0,54.0,45-54,45,spid,2
basilicata,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,44.0,35-44,35,spid,2
basilicata,ministero dell'economia e finanze,0,,65- ,65,spid,5
basilicata,ministero dell'economia e finanze,0,34.0,25-34,25,spid,4
basilicata,ministero dell'economia e finanze,0,44.0,35-44,35,cns,2
basilicata,ministero dell'economia e finanze,0,54.0,45-54,45,spid,6
basilicata,ministero dell'economia e finanze,0,64.0,55-64,55,cns,9
basilicata,ministero dell'economia e finanze,0,64.0,55-64,55,spid,9
basilicata,ministero dell'economia e finanze,1,,65- ,65,cns,2
basilicata,ministero dell'economia e finanze,1,,65- ,65,spid,3
basilicata,ministero dell'economia e finanze,1,34.0,25-34,25,spid,2
basilicata,ministero dell'economia e finanze,1,44.0,35-44,35,cns,2
basilicata,ministero dell'economia e finanze,1,44.0,35-44,35,spid,4
basilicata,ministero dell'economia e finanze,1,54.0,45-54,45,spid,7
basilicata,ministero dell'economia e finanze,1,64.0,55-64,55,cns,5
basilicata,ministero dell'economia e finanze,1,64.0,55-64,55,spid,22
basilicata,ministero dell'interno,0,,65- ,65,spid,7
basilicata,ministero dell'interno,0,24.0,18-24,18,spid,29
basilicata,ministero dell'interno,0,34.0,25-34,25,spid,50
basilicata,ministero dell'interno,0,34.0,25-34,25,spid,15
basilicata,ministero dell'interno,0,44.0,35-44,35,spid,17
basilicata,ministero dell'interno,0,44.0,35-44,35,spid,9
basilicata,ministero dell'interno,0,54.0,45-54,45,cns,3
basilicata,ministero dell'interno,0,54.0,45-54,45,spid,19
basilicata,ministero dell'interno,0,54.0,45-54,45,spid,26
basilicata,ministero dell'interno,0,64.0,55-64,55,cie,2
basilicata,ministero dell'interno,0,64.0,55-64,55,cns,3
basilicata,ministero dell'interno,0,64.0,55-64,55,spid,20
basilicata,ministero dell'interno,0,64.0,55-64,55,spid,38
basilicata,ministero dell'interno,1,,65- ,65,spid,10
basilicata,ministero dell'interno,1,24.0,18-24,18,cie,2
basilicata,ministero dell'interno,1,24.0,18-24,18,spid,61
basilicata,ministero dell'interno,1,24.0,18-24,18,spid,6
basilicata,ministero dell'interno,1,34.0,25-34,25,cie,4
basilicata,ministero dell'interno,1,34.0,25-34,25,spid,67
basilicata,ministero dell'interno,1,34.0,25-34,25,spid,166
basilicata,ministero dell'interno,1,44.0,35-44,35,cie,6
basilicata,ministero dell'interno,1,44.0,35-44,35,spid,121
basilicata,ministero dell'interno,1,44.0,35-44,35,spid,167
basilicata,ministero dell'interno,1,54.0,45-54,45,cie,12
basilicata,ministero dell'interno,1,54.0,45-54,45,cns,2
basilicata,ministero dell'interno,1,54.0,45-54,45,cns,4
basilicata,ministero dell'interno,1,54.0,45-54,45,spid,240
basilicata,ministero dell'interno,1,54.0,45-54,45,spid,237
basilicata,ministero dell'interno,1,64.0,55-64,55,cie,8
basilicata,ministero dell'interno,1,64.0,55-64,55,cie,5
basilicata,ministero dell'interno,1,64.0,55-64,55,cns,12
basilicata,ministero dell'interno,1,64.0,55-64,55,spid,169
basilicata,ministero dell'interno,1,64.0,55-64,55,spid,150
basilicata,ministero dell'istruzione e del merito,0,,65- ,65,cie,17
basilicata,ministero dell'istruzione e del merito,0,,65- ,65,cns,3
basilicata,ministero dell'istruzione e del merito,0,,65- ,65,federation,30
basilicata,ministero dell'istruzione e del merito,0,,65- ,65,spid,511
basilicata,ministero dell'istruzione e del merito,0,24.0,18-24,18,spid,36
basilicata,ministero dell'istruzione e del merito,0,34.0,25-34,25,cie,10
basilicata,ministero dell'istruzione e del merito,0,34.0,25-34,25,federation,6
basilicata,ministero dell'istruzione e del merito,0,34.0,25-34,25,spid,874
basilicata,ministero dell'istruzione e del merito,0,44.0,35-44,35,cie,26
basilicata,ministero dell'istruzione e del merito,0,44.0,35-44,35,federation,20
basilicata,ministero dell'istruzione e del merito,0,44.0,35-44,35,spid,1762
basilicata,ministero dell'istruzione e del merito,0,54.0,45-54,45,cie,58
basilicata,ministero dell'istruzione e del merito,0,54.0,45-54,45,cns,3
basilicata,ministero dell'istruzione e del merito,0,54.0,45-54,45,federation,43
basilicata,ministero dell'istruzione e del merito,0,54.0,45-54,45,spid,2644
basilicata,ministero dell'istruzione e del merito,0,64.0,55-64,55,cie,71
basilicata,ministero dell'istruzione e del merito,0,64.0,55-64,55,cns,3
basilicata,ministero dell'istruzione e del merito,0,64.0,55-64,55,federation,170
basilicata,ministero dell'istruzione e del merito,0,64.0,55-64,55,spid,2969
basilicata,ministero dell'istruzione e del merito,1,,65- ,65,cie,6
basilicata,ministero dell'istruzione e del merito,1,,65- ,65,federation,5
basilicata,ministero dell'istruzione e del merito,1,,65- ,65,spid,222
basilicata,ministero dell'istruzione e del merito,1,24.0,18-24,18,spid,25
basilicata,ministero dell'istruzione e del merito,1,34.0,25-34,25,cie,11
basilicata,ministero dell'istruzione e del merito,1,34.0,25-34,25,federation,3
basilicata,ministero dell'istruzione e del merito,1,34.0,25-34,25,spid,428
basilicata,ministero dell'istruzione e del merito,1,44.0,35-44,35,cie,14
basilicata,ministero dell'istruzione e del merito,1,44.0,35-44,35,federation,4
basilicata,ministero dell'istruzione e del merito,1,44.0,35-44,35,spid,617
basilicata,ministero dell'istruzione e del merito,1,54.0,45-54,45,cie,20
basilicata,ministero dell'istruzione e del merito,1,54.0,45-54,45,cns,4
basilicata,ministero dell'istruzione e del merito,1,54.0,45-54,45,federation,18
basilicata,ministero dell'istruzione e del merito,1,54.0,45-54,45,spid,696
basilicata,ministero dell'istruzione e del merito,1,64.0,55-64,55,cie,31
basilicata,ministero dell'istruzione e del merito,1,64.0,55-64,55,cns,3
basilicata,ministero dell'istruzione e del merito,1,64.0,55-64,55,federation,37
basilicata,ministero dell'istruzione e del merito,1,64.0,55-64,55,spid,1022
basilicata,ministero della cultura,0,,65- ,65,cie,2
basilicata,ministero della cultura,0,,65- ,65,spid,14
basilicata,ministero della cultura,0,34.0,25-34,25,spid,11
basilicata,ministero della cultura,0,44.0,35-44,35,spid,18
basilicata,ministero della cultura,0,54.0,45-54,45,spid,20
basilicata,ministero della cultura,0,64.0,55-64,55,cie,3
basilicata,ministero della cultura,0,64.0,55-64,55,spid,26
basilicata,ministero della cultura,1,,65- ,65,spid,10
basilicata,ministero della cultura,1,34.0,25-34,25,spid,6
basilicata,ministero della cultura,1,44.0,35-44,35,spid,21
basilicata,ministero della cultura,1,54.0,45-54,45,spid,22
basilicata,ministero della cultura,1,64.0,55-64,55,cie,2
basilicata,ministero della cultura,1,64.0,55-64,55,spid,18
basilicata,ministero della difesa,0,24.0,18-24,18,spid,36
basilicata,ministero della difesa,0,24.0,18-24,18,spid,3
basilicata,ministero della difesa,0,34.0,25-34,25,spid,34
basilicata,ministero della difesa,0,34.0,25-34,25,spid,2
basilicata,ministero della difesa,0,44.0,35-44,35,spid,3
basilicata,ministero della difesa,0,44.0,35-44,35,spid,17
basilicata,ministero della difesa,0,54.0,45-54,45,spid,3
basilicata,ministero della difesa,0,54.0,45-54,45,spid,2
basilicata,ministero della difesa,0,64.0,55-64,55,spid,3
basilicata,ministero della difesa,1,,65- ,65,spid,6
basilicata,ministero della difesa,1,24.0,18-24,18,cie,5
basilicata,ministero della difesa,1,24.0,18-24,18,spid,3
basilicata,ministero della difesa,1,24.0,18-24,18,spid,188
basilicata,ministero della difesa,1,34.0,25-34,25,cie,4
basilicata,ministero della difesa,1,34.0,25-34,25,cie,2
basilicata,ministero della difesa,1,34.0,25-34,25,cns,2
basilicata,ministero della difesa,1,34.0,25-34,25,spid,139
basilicata,ministero della difesa,1,34.0,25-34,25,spid,4
basilicata,ministero della difesa,1,44.0,35-44,35,cie,6
basilicata,ministero della difesa,1,44.0,35-44,35,cns,16
basilicata,ministero della difesa,1,44.0,35-44,35,spid,17
basilicata,ministero della difesa,1,44.0,35-44,35,spid,172
basilicata,ministero della difesa,1,44.0,35-44,35,spid,13
basilicata,ministero della difesa,1,54.0,45-54,45,cie,2
basilicata,ministero della difesa,1,54.0,45-54,45,cie,3
basilicata,ministero della difesa,1,54.0,45-54,45,cns,29
basilicata,ministero della difesa,1,54.0,45-54,45,cns,6
basilicata,ministero della difesa,1,54.0,45-54,45,spid,177
basilicata,ministero della difesa,1,54.0,45-54,45,spid,11
basilicata,ministero della difesa,1,54.0,45-54,45,spid,21
basilicata,ministero della difesa,1,64.0,55-64,55,cie,2
basilicata,ministero della difesa,1,64.0,55-64,55,cns,11
basilicata,ministero della difesa,1,64.0,55-64,55,spid,32
basilicata,ministero della difesa,1,64.0,55-64,55,spid,14
basilicata,ministero della giustizia,0,,65- ,65,cns,3
basilicata,ministero della giustizia,0,,65- ,65,spid,32
basilicata,ministero della giustizia,0,24.0,18-24,18,spid,8
basilicata,ministero della giustizia,0,34.0,25-34,25,cie,2
basilicata,ministero della giustizia,0,34.0,25-34,25,spid,113
basilicata,ministero della giustizia,0,44.0,35-44,35,cie,4
basilicata,ministero della giustizia,0,44.0,35-44,35,spid,75
basilicata,ministero della giustizia,0,54.0,45-54,45,cie,2
basilicata,ministero della giustizia,0,54.0,45-54,45,cns,12
basilicata,ministero della giustizia,0,54.0,45-54,45,spid,97
basilicata,ministero della giustizia,0,64.0,55-64,55,cie,4
basilicata,ministero della giustizia,0,64.0,55-64,55,cns,18
basilicata,ministero della giustizia,0,64.0,55-64,55,spid,118
basilicata,ministero della giustizia,1,,65- ,65,spid,14
basilicata,ministero della giustizia,1,24.0,18-24,18,spid,13
basilicata,ministero della giustizia,1,34.0,25-34,25,spid,120
basilicata,ministero della giustizia,1,44.0,35-44,35,cie,4
basilicata,ministero della giustizia,1,44.0,35-44,35,spid,89
basilicata,ministero della giustizia,1,54.0,45-54,45,cie,3
basilicata,ministero della giustizia,1,54.0,45-54,45,cns,2
basilicata,ministero della giustizia,1,54.0,45-54,45,spid,160
basilicata,ministero della giustizia,1,64.0,55-64,55,cie,3
basilicata,ministero della giustizia,1,64.0,55-64,55,cns,15
basilicata,ministero della giustizia,1,64.0,55-64,55,spid,200
basilicata,ministero della salute,0,34.0,25-34,25,spid,3
basilicata,ministero della salute,1,34.0,25-34,25,spid,3
basilicata,ministero della salute,1,44.0,35-44,35,spid,2
basilicata,ministero della salute,1,64.0,55-64,55,spid,3
basilicata,ministero delle infrastrutture e dei trasporti,0,34.0,25-34,25,spid,2
basilicata,ministero delle infrastrutture e dei trasporti,0,44.0,35-44,35,spid,4
basilicata,ministero delle infrastrutture e dei trasporti,0,64.0,55-64,55,cns,2
basilicata,ministero delle infrastrutture e dei trasporti,0,64.0,55-64,55,spid,9
basilicata,ministero delle infrastrutture e dei trasporti,1,,65- ,65,spid,7
basilicata,ministero delle infrastrutture e dei trasporti,1,34.0,25-34,25,spid,4
basilicata,ministero delle infrastrutture e dei trasporti,1,44.0,35-44,35,spid,7
basilicata,ministero delle infrastrutture e dei trasporti,1,54.0,45-54,45,spid,5
basilicata,ministero delle infrastrutture e dei trasporti,1,64.0,55-64,55,cns,2
basilicata,ministero delle infrastrutture e dei trasporti,1,64.0,55-64,55,spid,14
basilicata,ministero universita' e ricerca,0,34.0,25-34,25,spid,5
basilicata,ministero universita' e ricerca,0,44.0,35-44,35,spid,9
basilicata,ministero universita' e ricerca,0,54.0,45-54,45,spid,7
basilicata,ministero universita' e ricerca,1,,65- ,65,spid,3
basilicata,ministero universita' e ricerca,1,24.0,18-24,18,spid,3
basilicata,ministero universita' e ricerca,1,34.0,25-34,25,spid,4
basilicata,ministero universita' e ricerca,1,44.0,35-44,35,spid,8
basilicata,ministero universita' e ricerca,1,54.0,45-54,45,spid,5
basilicata,ministero universita' e ricerca,1,64.0,55-64,55,spid,6
basilicata,presidenza del consiglio dei ministri,0,44.0,35-44,35,spid,3
calabria,a.o.r.n. antonio cardarelli,0,44.0,35-44,35,spid,3
calabria,agenzia del demanio,0,44.0,35-44,35,spid,7
calabria,agenzia del demanio,0,54.0,45-54,45,spid,6
calabria,agenzia del demanio,0,64.0,55-64,55,spid,6
calabria,agenzia del demanio,1,44.0,35-44,35,spid,9
calabria,agenzia del demanio,1,54.0,45-54,45,spid,10
calabria,agenzia del demanio,1,64.0,55-64,55,spid,4
calabria,agenzia delle dogane,0,,65- ,65,spid,13
calabria,agenzia delle dogane,0,34.0,25-34,25,spid,32
calabria,agenzia delle dogane,0,44.0,35-44,35,spid,19
calabria,agenzia delle dogane,0,54.0,45-54,45,spid,28
calabria,agenzia delle dogane,0,64.0,55-64,55,cie,2
calabria,agenzia delle dogane,0,64.0,55-64,55,spid,28
calabria,agenzia delle dogane,1,,65- ,65,spid,13
calabria,agenzia delle dogane,1,34.0,25-34,25,spid,23
calabria,agenzia delle dogane,1,44.0,35-44,35,spid,24
calabria,agenzia delle dogane,1,54.0,45-54,45,spid,34
calabria,agenzia delle dogane,1,64.0,55-64,55,cie,5
calabria,agenzia delle dogane,1,64.0,55-64,55,spid,40
calabria,agenzia delle entrate,0,,65- ,65,spid,30
calabria,agenzia delle entrate,0,24.0,18-24,18,spid,3
calabria,agenzia delle entrate,0,34.0,25-34,25,spid,107
calabria,agenzia delle entrate,0,44.0,35-44,35,spid,85
calabria,agenzia delle entrate,0,54.0,45-54,45,cie,2
calabria,agenzia delle entrate,0,54.0,45-54,45,cns,5
calabria,agenzia delle entrate,0,54.0,45-54,45,spid,97
calabria,agenzia delle entrate,0,64.0,55-64,55,cie,5
calabria,agenzia delle entrate,0,64.0,55-64,55,cns,9
calabria,agenzia delle entrate,0,64.0,55-64,55,spid,101
calabria,agenzia delle entrate,1,,65- ,65,cns,4
calabria,agenzia delle entrate,1,,65- ,65,spid,42
calabria,agenzia delle entrate,1,24.0,18-24,18,spid,2
calabria,agenzia delle entrate,1,34.0,25-34,25,cie,3
calabria,agenzia delle entrate,1,34.0,25-34,25,spid,80
calabria,agenzia delle entrate,1,44.0,35-44,35,cie,6
calabria,agenzia delle entrate,1,44.0,35-44,35,cns,2
